"","Epithelial","Fibroblasts","Myo.Meso","Endothelium","Pericytes","Neural","Immune","Muscle"
"AC011773.1",0,0,0,0,0,0,0,0
"C8orf59",0.000189908425771311,0.000230249980600513,0.000171839167514381,0.000174554649165743,0.000166061294334214,0.000155375704920798,0.000159418287209319,0.000131930395207526
"CA13",7.08360244794805e-06,1.92761794612308e-06,1.14501950161643e-05,0,0,3.58390825194875e-06,4.72980962516259e-06,2.66951414842499e-06
"AC011773.3",0,0,0,0,0,0,0,0
"AC011773.2",0,0,0,0,0,0,0,0
"CA1",8.56036124724463e-07,0,0,0,0,0,0,0
"CA3",1.94690956941945e-06,2.13561131873999e-06,2.88641939673835e-06,0,5.78034682080925e-06,0,0,2.4843806663498e-05
"CA3-AS1",8.58866725355893e-07,0,0,0,0,0,0,0
"CA2",7.7097280007781e-06,1.97705975283473e-05,2.19925225423356e-06,1.4435712536618e-05,1.00642388788111e-05,3.32363938512671e-06,6.38715748707977e-06,1.02516282769794e-05
"AC093331.2",0,0,0,0,0,0,0,0
"AC100801.1",0,6.80844741455623e-06,0,0,0,0,0,0
"ATP6V0D2",0,0,0,0,0,0,2.31026914635555e-06,0
"PSKH2",0,0,0,0,0,0,0,0
"AC023194.3",0,0,0,0,0,0,0,0
"AC084128.1",0,0,0,0,0,0,0,0
"SLC7A13",0,0,0,0,0,0,0,0
"WWP1",7.97638188722263e-06,1.2472141412985e-05,1.0348041087705e-05,1.85385415473306e-05,8.28520053910387e-06,2.58563024792216e-05,4.95711442862867e-05,2.89142691918462e-06
"RMDN1",2.90643390151409e-05,4.12860229023674e-05,3.29498289692841e-05,2.83520937133333e-05,1.09735548301397e-05,1.9485090773153e-05,1.92318443113918e-05,2.64641479999907e-05
"CPNE3",7.4556426123055e-05,4.35237259373458e-05,0.000107023924405109,7.66541583639837e-05,4.63641514802043e-05,0.000171296992488156,7.91703214537097e-05,4.39974118973297e-05
"CNGB3",0,0,4.70339376801516e-06,0,0,0,0,0
"AC090572.3",0,0,0,0,0,0,0,0
"AC090572.2",0,0,0,0,0,0,0,0
"CNBD1",0,0,0,0,0,0,0,0
"AF121898.1",0,0,0,0,0,0,0,0
"DCAF4L2",0,0,0,0,0,0,0,0
"AC037450.1",0,0,0,0,0,0,0,0
"MMP16",1.3585572122406e-06,1.66222230527684e-05,4.26396647628723e-05,1.94227020389117e-05,9.25047544321033e-06,1.02661524873526e-05,0,1.6183083031999e-05
"AC090568.2",0,0,3.08724266330248e-06,1.67154199749269e-06,4.15066929542389e-06,0,0,2.89142691918462e-06
"AC090578.1",0,0,0,0,0,0,0,0
"AF117829.1",7.2432412230554e-06,8.70242811107124e-06,1.75710041714295e-05,1.23439389817136e-05,9.80691689618983e-06,3.05250305250305e-06,4.58081990684648e-06,2.13597959767664e-05
"RIPK2",1.70915884861618e-05,2.79848648295794e-05,2.86689314615914e-05,2.18942388066644e-05,4.10011470694981e-05,6.13131248318285e-06,3.96595874056798e-05,2.24540966095945e-05
"OSGIN2",3.85102662852486e-06,1.21785195225801e-05,3.27064595257563e-06,2.02695854869768e-06,1.00564717463319e-05,1.33432208814383e-05,1.41330987657174e-05,2.05031008079155e-05
"NBN",2.32712269204186e-05,5.73967142607245e-05,1.95268793142499e-05,3.4124965087642e-05,2.80817080725371e-05,2.98708154269114e-05,4.96203433893016e-05,3.9497278070962e-05
"DECR1",0.000103762206150058,9.69736700826815e-05,6.63463152771837e-05,6.67276791746586e-05,7.96166791923872e-05,5.9774071998623e-05,4.85334591365477e-05,9.16599138873457e-05
"CALB1",0,1.82998101974388e-05,2.61130438873452e-05,0,0,0,0,0
"LINC00534",0,0,0,0,0,0,0,0
"AB015752.1",0,0,0,0,0,0,0,0
"LINC01030",0,0,0,0,0,0,0,0
"TMEM64",1.21817659924347e-05,1.07133070376526e-05,1.02008820358765e-05,1.23968772994618e-05,1.40098352673203e-05,6.34750296230414e-06,9.12782456752626e-06,2.30716754322818e-05
"AC106038.1",0,0,0,0,0,0,2.69796303790638e-06,0
"NECAB1",0,2.43220235923629e-06,4.28353807203902e-05,0,0,0,0,0
"AC103770.1",0,0,0,0,0,0,0,0
"C8orf88",0,1.78950052234304e-05,1.86478517114342e-05,2.40081627753436e-06,2.46738816806445e-05,6.96116852840897e-06,6.74609328372606e-06,5.89448938251997e-05
"PIP4P2",2.67091373856404e-06,2.20831994927206e-05,2.45113058398186e-06,1.28345423391446e-05,6.18632590082278e-05,3.95526612352228e-05,2.00360810997887e-05,3.75121221310282e-05
"AC087439.1",0,0,0,0,0,0,0,0
"OTUD6B-AS1",7.41269049478404e-05,3.54184191686114e-05,3.77558310111612e-05,7.16645788011244e-05,8.34740875658409e-05,8.94573010466177e-05,3.74568230808296e-05,3.9996131659337e-05
"OTUD6B",3.62147950975972e-06,1.41375638412327e-05,1.57501849632116e-05,1.54886305220187e-05,5.22125048949223e-06,3.17485991157823e-05,2.11965187661469e-05,3.32243636433001e-05
"LRRC69",0,0,0,0,0,0,4.15368639667705e-06,0
"SLC26A7",0,0,0,1.86488880600494e-06,4.02171727327569e-06,0,0,0
"AC103409.1",0,0,0,0,0,0,0,0
"RUNX1T1",0,7.92827391678146e-05,0.00012978811299667,6.28215258934417e-05,6.27446049014071e-05,8.15337929895957e-05,5.39592607581276e-06,5.26018060300373e-05
"AF181450.1",0,0,0,0,0,0,0,0
"AC022695.2",0,0,0,0,0,0,0,0
"AC022695.3",0,0,0,0,0,0,0,0
"AC091096.1",0,0,2.97397769516729e-06,0,0,0,0,0
"AC091096.2",0,0,0,0,0,0,0,0
"AC104211.2",0,0,0,0,0,0,0,0
"AC104211.4",0,0,0,0,0,0,0,0
"AC104211.3",0,0,0,0,0,0,0,0
"AC117834.1",0,3.54029295924238e-06,0,0,0,0,0,0
"TRIQK",3.04379879893154e-05,2.25330245739195e-05,5.66290723660633e-05,2.537974087568e-05,2.04683326679102e-05,3.43531148567819e-05,1.36907994841423e-05,3.89974909853403e-05
"C8orf87",0,0,0,0,0,0,0,0
"LINC00535",0,2.15749730312837e-06,0,1.82949140139041e-06,0,3.63504180298073e-06,0,0
"AC016885.1",0,0,0,0,0,0,0,0
"AC016885.2",0,0,0,0,0,0,0,0
"FAM92A",2.55990519767264e-05,5.89428696670827e-05,5.09874933012753e-05,1.87561100469616e-05,5.19403834209523e-05,5.68083189772563e-05,5.7929036929761e-06,3.36271506386733e-05
"AC120053.1",0,3.41525401719635e-06,2.19925225423356e-06,5.99431355311385e-06,0,0,0,2.39177230327673e-06
"AC010834.3",0,0,0,0,0,0,0,4.34404865334492e-06
"RBM12B",2.11502627275285e-05,2.51851042786987e-05,2.42455205389357e-05,1.21868057949475e-05,2.6084053827429e-05,3.83887882592954e-05,1.82847685162028e-05,2.91444202736141e-05
"AC010834.1",0,0,0,0,0,0,0,0
"AC010834.2",0,0,0,0,0,0,0,0
"TMEM67",3.60574701053968e-06,1.93204111128247e-05,1.9099917803986e-05,1.0945475803648e-05,3.32236725007019e-05,4.29500446998846e-05,0,1.03441263217124e-05
"AC084346.1",0,0,0,0,0,0,0,0
"PDP1",6.29315203554078e-05,9.79670867022849e-06,2.24598161809829e-05,3.30683437549298e-05,1.13269748919524e-05,3.91274730203074e-05,7.03338431106557e-06,7.76505921597504e-06
"AC084346.2",5.04458383935093e-06,0,0,0,0,0,0,0
"AP003351.1",9.98277970500886e-07,0,0,0,0,0,0,0
"CDH17",0.000142675175897685,2.43220235923629e-06,0,0,0,0,2.78447154331904e-05,0
"GEM",9.1745510379573e-05,0.000150701391077827,9.60002657735184e-05,2.82685560862019e-05,0.000389084241919975,5.18323404286995e-05,2.10433476009031e-05,0.000125687013169394
"RAD54B",0,6.30987667524843e-06,3.27064595257563e-06,1.95236235845373e-06,8.31687285580622e-06,1.78606084461307e-05,0,9.26329872494891e-06
"FSBP",0,1.82232346241458e-06,0,0,0,0,0,0
"VIRMA",1.58175966166394e-05,1.52268518110894e-05,3.54851087180175e-05,2.70755520998452e-05,2.98702130567462e-05,3.58149017147874e-05,3.38962722395356e-05,2.29057544716767e-05
"AC023632.5",0,0,0,0,0,0,0,0
"AC023632.2",0,2.15749730312837e-06,0,0,0,0,0,0
"AC108860.2",8.21639509608464e-06,0,0,0,0,0,0,0
"ESRP1",3.89857949868924e-05,0,0,0,0,0,0,0
"DPY19L4",9.44981344615956e-06,4.46853139443799e-05,2.5206458028956e-05,2.60401614797799e-05,4.65118550555244e-05,2.34938761447526e-05,4.75059382422803e-06,2.91185002027436e-05
"AP003692.1",0,0,0,0,0,0,0,3.11429461227032e-06
"INTS8",7.96334779801615e-06,1.02329941444406e-05,1.86167737131155e-06,7.14800521104383e-06,4.84261501210654e-06,2.01626848975398e-05,7.19520653002811e-06,1.47802576242624e-05
"CCNE2",5.0675582242858e-06,1.63614803336527e-05,4.67890981401334e-06,8.94995695295335e-06,1.36421042487597e-05,9.1726794375683e-06,8.78208396413534e-06,6.44035529922814e-06
"AC087752.4",0,0,0,0,0,0,0,0
"NDUFAF6",1.45684632171013e-05,2.18747039402674e-05,1.26805830926526e-05,1.77710662057019e-05,4.02171727327569e-06,3.58226143117686e-05,1.07878267840342e-05,2.55969952151514e-05
"TP53INP1",5.66634270224256e-06,1.82232346241458e-06,8.14208739780392e-06,4.18638654973338e-06,3.53982300884956e-06,9.62172144078662e-06,5.1466768689903e-06,4.49539222297145e-06
"MIR3150BHG",0,0,0,0,0,0,0,0
"AC068189.1",0,0,0,0,0,0,0,0
"PLEKHF2",5.19995496274839e-05,8.07928995626787e-06,6.80299630851745e-06,2.77395745528007e-05,4.15066929542389e-06,0,1.88466299045106e-05,2.03038560019632e-05
"C8orf37-AS1",0,0,0,0,0,0,0,0
"LINC01298",0,0,0,0,0,0,0,0
"C8orf37",8.50701829008932e-07,4.66803361948642e-06,3.27064595257563e-06,2.40081627753436e-06,0,6.31697920402965e-06,0,0
"AC083836.1",0,0,0,0,0,0,0,0
"AC012339.1",0,0,0,0,0,0,0,0
"AP003465.2",0,0,0,0,0,0,0,0
"GDF6",0,3.17375835269476e-05,4.42490622763954e-05,0,0,3.06630893062476e-06,0,3.8259206121473e-06
"UQCRB",0.000637017232669875,0.000584513721411767,0.000571611851676224,0.000571195244311308,0.000491879022502344,0.000590791574689744,0.000689437073347176,0.000520180622731686
"AP003465.1",0,0,0,0,0,0,0,0
"MTERF3",3.96471942111511e-06,1.77754305128827e-05,1.98796810350994e-05,1.3379182666627e-05,1.41461122311274e-05,2.08468793754878e-05,7.00081884673028e-06,2.27631443316364e-05
"PTDSS1",1.29475233290396e-05,1.40292531662649e-05,8.00740262551827e-06,2.64052569974131e-05,0,1.59331197505087e-05,2.24364256751594e-05,1.24566165093384e-05
"AP003548.1",0,0,0,0,0,0,0,4.34404865334492e-06
"SDC2",8.20254555851923e-05,0.000104965404122741,6.01947799641874e-05,4.80163255506872e-06,0.000317201054020487,4.31432832720735e-05,0,5.75063473930171e-05
"CPQ",4.34363425825025e-05,5.08636493774412e-05,1.91992006501293e-05,2.01981374432976e-05,6.53339595425188e-05,2.91297351348282e-05,4.74320780529191e-05,2.79353371503476e-05
"AP003117.2",0,0,0,0,0,0,0,0
"AP003115.1",0,0,0,0,0,0,0,0
"TSPYL5",2.60386255304674e-06,1.08756948518639e-05,4.06675587988802e-05,1.50301069576073e-05,5.77059542381638e-05,1.61359768694213e-05,6.37159516930204e-06,8.21430649977802e-06
"MTDH",0.000154697911850402,0.000206529963906032,0.000157382383174444,0.000231070140065917,0.000109736690062087,0.000171653181158888,0.000254162102093473,0.000183059072424503
"LAPTM4B",9.44347796010501e-05,0.000146707379398451,0.00018909888080046,0.000136147112774523,0.000105974332064937,0.000106653145755634,2.71659487319734e-05,0.000129302981583111
"MATN2",2.82171527998458e-06,0.000240696413434717,3.3458160146796e-05,9.79062157388265e-06,0,1.91541797777607e-05,0,7.0135628017699e-06
"RPL30",0.0037257836013506,0.00313910370111242,0.0036926780230425,0.00291517581577489,0.00302785751662383,0.00298838479397601,0.00346298286642516,0.00257855432018241
"AP003352.1",0,2.05349350582679e-06,0,0,0,3.44293337923911e-06,0,0
"ERICH5",0,0,5.34437838198944e-06,0,0,0,0,0
"RIDA",3.8380034646932e-05,1.11442542577276e-05,2.65025627430503e-05,1.23200970075765e-05,2.03938228101309e-05,2.19082046226312e-06,0,2.03815226116221e-05
"POP1",5.41539193141918e-06,0,0,3.72176435242272e-06,1.89729494460424e-05,6.1595404923042e-06,4.75059382422803e-06,0
"NIPAL2",7.00344983599244e-06,5.18984114741325e-06,5.90984221389972e-06,7.75493466266323e-06,1.4295649572392e-05,0,0,8.39263164929633e-06
"AP003438.1",0,0,0,0,0,0,0,0
"STK3",9.38241665852242e-06,3.4008839111379e-05,3.58819517371048e-05,1.67904072969006e-05,2.96510763863213e-05,2.67037778869038e-05,4.05227433897275e-06,5.78285383836923e-06
"KCNS2",0,0,0,0,0,0,0,0
"AP003355.2",0,0,0,0,0,0,0,0
"AP003467.1",0,0,0,0,0,0,0,0
"AC016877.3",0,0,0,0,0,0,0,0
"OSR2",7.7913740568677e-06,2.47179818922356e-05,7.39400820809311e-05,0,3.53982300884956e-06,0,9.51760609928464e-06,0
"AC016877.1",0,0,0,0,0,0,0,0
"AC104986.2",5.43298806309609e-06,8.18569917243441e-06,5.64616688616201e-06,6.44685455737982e-06,0,3.17183411307589e-06,0,6.51335911419893e-06
"VPS13B",2.85977061859831e-06,6.11998694208327e-06,1.40840627154998e-05,1.47869585436157e-05,1.98247103642256e-05,9.92799880447457e-06,4.75059382422803e-06,1.63557507962757e-05
"AC107909.2",0,0,0,0,0,0,0,0
"AC018442.2",0,0,0,0,0,0,0,0
"COX6C",0.000542961932059413,0.000421093354319413,0.00051110281646433,0.000410139774228713,0.000404340996781009,0.000390428391151358,0.000343172744712191,0.000465786107881376
"RGS22",0,0,5.2768589393646e-05,0,4.61947107056242e-06,0,0,0
"FBXO43",0,0,0,4.69803029868814e-06,4.82683721491493e-06,6.22265674908078e-06,0,9.21010383396223e-06
"POLR2K",9.45441593188174e-05,8.31760252427172e-05,9.48441341004475e-05,0.000141668531079001,0.000107714963488707,0.00012472092378745,6.74315071955429e-05,7.8295313808599e-05
"SPAG1",2.37392055629045e-05,0,3.9165769117791e-06,8.93147400854375e-06,0,3.49772647778944e-06,4.76701227505661e-06,0
"RNF19A",8.62145275888511e-05,8.20922095888676e-05,4.95266339574755e-05,0.000165840864389341,3.63864054967981e-05,0.000106154922270017,5.14554744286505e-05,8.28254454886672e-05
"AP001574.1",0,0,0,0,0,0,0,0
"AP003472.1",0,0,0,0,0,0,0,0
"AP003472.2",0,0,0,0,0,0,0,0
"AP000424.1",0,0,0,0,0,0,0,0
"AP000424.2",0,0,0,0,0,0,0,0
"ANKRD46",1.9279368094347e-05,6.34450575247409e-06,2.27006502600331e-05,3.24896235044354e-05,1.02909113573677e-05,4.27133606832203e-05,4.63983296601322e-06,2.20112158800889e-05
"SNX31",0,0,0,0,0,0,0,0
"AP001205.1",0,0,0,0,0,0,0,0
"PABPC1",0.000538120285834902,0.000543236078791075,0.00047557168610971,0.000534349656514954,0.000564874636884132,0.000573732711724719,0.00118410825154558,0.000558113492256073
"YWHAZ",0.000302972298253942,0.000259818351224182,0.000317383015430795,0.000279952207062128,0.000323996781914755,0.000501980153426171,0.000392532277920153,0.00037331226625043
"AC018781.1",0,0,0,0,0,0,0,0
"AP003469.2",0,0,0,0,0,0,0,0
"AP003469.3",0,0,0,0,0,0,0,0
"AP003469.4",0,0,2.88641939673835e-06,0,0,3.44293337923911e-06,0,0
"ZNF706",0.000141537673323376,9.53953153890774e-05,0.000180043850549475,0.000165259944093995,8.15525618788668e-05,9.85035942250494e-05,0.0002835486579715,9.09120415081301e-05
"AP001330.5",0,0,0,0,0,0,0,0
"AP001330.2",0,0,0,0,0,0,0,0
"AP001330.1",0,0,0,0,0,0,0,0
"AP001208.1",0,0,0,0,0,0,0,0
"AP001208.2",0,0,0,0,0,0,0,0
"AP001207.3",0,0,0,0,0,0,0,0
"GRHL2",6.27167823818872e-06,0,0,0,0,0,0,0
"NCALD",1.54984686955426e-06,3.02268662419427e-05,0,1.13774559614674e-05,1.96454591121791e-05,8.03027496041707e-05,2.25022502250225e-06,1.25864792217366e-05
"AP000426.1",0,0,0,0,0,0,0,0
"RRM2B",7.01689524154308e-06,6.88645429843236e-06,2.23976986324453e-05,1.62119864487555e-05,4.84261501210654e-06,1.58841653892041e-05,4.91702519975415e-06,1.01273083423771e-05
"UBR5-AS1",7.30275288048561e-06,0,2.67218919099472e-06,0,5.22125048949223e-06,0,2.33059488434423e-06,0
"UBR5",1.8518937993749e-05,3.45550151484178e-05,3.18772523960278e-05,5.49007166923332e-05,2.51712296953743e-05,8.08787103589007e-05,2.70236161532874e-05,5.99843176037786e-05
"AP002907.1",0,0,0,0,0,0,0,0
"AP002852.1",0,2.15749730312837e-06,0,0,0,0,0,0
"ODF1",0,0,0,0,0,0,0,0
"KLF10",0.000137133143124237,0.000294219773908598,0.00041921679524486,0.000362520736577623,0.000289029793047019,0.000182070350276029,8.6716241948445e-05,0.000447397112320742
"GASAL1",1.38580066667898e-05,1.17046585619979e-05,1.84386010808129e-05,2.60679815953216e-05,1.86998720923151e-05,0,7.06086297058358e-06,1.47783636283683e-05
"AZIN1",4.41301322186286e-05,5.14524717336644e-05,4.76911989495064e-05,5.62870823559348e-05,3.42628458399669e-05,0.000155045572508852,6.27098826649419e-05,9.25691052245193e-05
"AP003696.1",0,1.2528580825007e-06,0,0,0,0,0,0
"AZIN1-AS1",4.03575787006441e-06,2.61780104712042e-06,6.5184122726764e-06,1.91892540177501e-06,0,0,4.5045045045045e-06,6.05507489747989e-06
"AP003354.1",0,0,0,0,0,0,0,0
"AP003354.2",0,0,0,0,0,0,0,0
"AP003550.1",8.42105263157895e-07,0,0,0,0,0,0,0
"ATP6V1C1",2.52803104958116e-05,2.8576823320948e-05,2.497999638457e-05,4.65842728868801e-05,3.1972586890324e-05,1.75237595061161e-05,3.36913693953982e-05,1.4919678222909e-05
"LINC01181",0,0,0,0,0,0,0,0
"BAALC-AS2",0,0,0,0,0,3.10993624630695e-06,0,0
"BAALC",0,4.82541645978536e-06,0,5.34108821743426e-05,0,9.53481986850875e-05,0,0
"BAALC-AS1",0,0,0,0,0,0,0,0
"AC025370.1",0,0,0,0,0,0,0,0
"FZD6",2.71061721217615e-06,5.19453254900159e-06,3.98443860767156e-05,4.27756165615274e-05,5.22875816993464e-06,0,0,2.39177230327673e-06
"CTHRC1",0,0.000187137509325039,0,0.000233219368582914,7.83738129344794e-05,2.53319627858817e-05,0,0
"AC012213.3",0,0,0,0,0,0,0,0
"SLC25A32",4.89316310174749e-06,2.01479268332994e-05,1.88465629606622e-05,3.06585922482785e-05,4.93400764771185e-06,1.56892284328532e-05,1.19842308299394e-05,1.70003824633201e-05
"DCAF13",2.58809990422663e-05,3.69230161623058e-05,4.53249836090313e-05,6.24698876460789e-05,7.24598405123555e-05,4.21553394472006e-05,1.91290412032756e-05,3.35992040401589e-05
"AC012213.2",0,0,0,0,0,0,0,0
"AC012213.4",0,0,0,0,0,3.10703743980115e-06,0,0
"AC012213.1",0,0,0,0,0,0,0,0
"RIMS2",9.95817566221868e-07,2.05349350582679e-06,0,0,0,1.49514991006371e-05,0,0
"DPYS",0,0,0,0,0,0,0,0
"DCSTAMP",0,0,0,0,0,0,0,0
"LRP12",2.42648147787399e-06,1.74268953220442e-05,1.83533216938984e-05,1.03072230744549e-05,0,3.0830886617665e-05,4.15368639667705e-06,1.1556490012181e-05
"ZFPM2",0,2.41711125049015e-05,2.46737039494999e-05,1.56399866137481e-05,0,3.49772647778944e-06,0,0
"AC012564.1",0,0,0,0,0,0,0,0
"AC021546.1",0,0,0,0,0,0,0,0
"AC103853.1",0,0,0,0,0,0,0,0
"AC090802.1",0,0,0,0,0,0,0,0
"AC027031.1",0,0,0,0,0,0,0,0
"AC027031.2",1.88838614889792e-06,1.68355622452571e-05,1.81534038289521e-05,3.55627428753859e-06,1.93696400418719e-05,5.95639205425713e-05,4.76701227505661e-06,2.05014306170244e-05
"OXR1",1.88597476565015e-05,2.7642061062523e-05,2.84058626588732e-05,3.170592918015e-05,6.60739116069559e-05,4.06578382355503e-05,3.56168798720747e-05,4.20137363545037e-05
"AC090579.1",0,0,0,0,0,0,0,0
"ABRA",0,0,0,0,4.93400764771185e-06,0,0,0
"ANGPT1",0,3.26860814081869e-05,4.92176432580919e-05,2.40384615384615e-06,6.04287771035679e-05,3.63504180298073e-06,2.69796303790638e-06,2.39177230327673e-06
"RSPO2",0,0,3.9165769117791e-06,0,0,3.06630893062476e-06,0,0
"EIF3E",0.000499630651346017,0.000519101965654504,0.000605218250422825,0.000455231717753756,0.000368922711249326,0.000521713641695943,0.00055012344818707,0.000444684933360932
"AC087620.1",0,0,0,0,0,0,0,0
"EMC2",5.93676138254781e-05,3.87702280815549e-05,7.60704244943664e-05,3.7378360216071e-05,4.05825761775281e-05,4.26183610441254e-05,4.0308506568321e-05,2.80553949373519e-05
"AC022634.2",0,0,0,0,0,0,0,0
"TMEM74",0,0,2.69796303790638e-06,0,0,0,0,2.98151460942159e-06
"AC104248.1",0,0,0,0,0,0,0,0
"TRHR",0,0,0,0,0,0,0,0
"NUDCD1",8.85431373029448e-06,8.57917046742955e-06,2.97147738587506e-05,3.68469810907869e-05,5.61885139086279e-05,3.12418043618606e-05,1.01185351992524e-05,3.27014038764165e-05
"AC021237.1",0,0,0,0,0,0,0,0
"ENY2",0.000150346796309453,0.00023089190022133,0.000157714910710207,0.000396422903600949,0.000277565940203993,0.000149439419401283,0.000161317511897089,0.000175827639213344
"PKHD1L1",0,0,2.74647680104886e-05,7.50846719673758e-06,0,0,0,0
"EBAG9",4.14072182729652e-05,3.18566316037961e-05,2.82073580061121e-05,3.64142041973602e-05,4.08537863897794e-05,2.84013901745999e-05,2.57251000498562e-05,1.48429534749163e-05
"SYBU",1.41391796601348e-06,0,5.42961856929551e-06,1.55625979650029e-05,4.82683721491493e-06,1.30001694033703e-05,2.33059488434423e-06,4.23863515947865e-06
"AC079061.1",0,0,0,0,0,0,0,0
"KCNV1",0,0,0,0,0,0,0,0
"AC027451.1",0,0,0,0,0,0,0,0
"AC073023.1",0,0,0,0,0,0,0,0
"AC025366.1",0,0,0,0,0,0,0,0
"AP005357.1",0,0,0,0,0,0,0,0
"LINC01608",0,0,0,2.40384615384615e-06,0,0,0,0
"LINC01609",0,0,0,0,0,0,0,0
"AC009930.1",0,0,0,0,0,0,0,0
"LINC02237",0,0,0,0,0,0,0,0
"CSMD3",0,5.40123436136399e-06,0,2.40384615384615e-06,0,0,0,2.89142691918462e-06
"AC103993.1",0,0,0,0,0,0,0,0
"AC064802.1",0,0,0,0,0,0,0,0
"TRPS1",8.88336146397797e-07,3.63526747552735e-05,1.41983975512604e-05,8.0601160279948e-06,0,3.29278782049714e-05,2.9425562331543e-05,2.57626694505067e-05
"AF178030.1",0,0,0,0,0,0,0,0
"LINC00536",0,0,0,0,0,0,0,0
"AC105177.1",0,0,0,0,0,0,0,0
"EIF3H",0.000266034388243119,0.000215666939875787,0.00024045144636574,0.000226360234143063,0.000176573960054343,0.000274608132855196,0.000254428720568046,0.000209914154868716
"UTP23",2.26144138744529e-05,2.00035410997406e-05,2.55573330684417e-05,3.38972273018307e-05,3.26962607925215e-05,4.62753219564631e-05,2.89077205478636e-05,3.5077422591691e-05
"RAD21",7.91631423947441e-05,0.000115834101921487,0.000120675539935446,0.00010975481929516,0.000246933174667362,0.000247703604525259,0.00010219212840637,0.000157944577377673
"RAD21-AS1",0,0,0,0,4.98194046581143e-06,0,0,0
"AARD",0,0,5.96860899048201e-06,0,0,0,0,7.96019900497512e-06
"SLC30A8",0,0,0,0,0,0,0,6.17044010045054e-06
"MED30",3.34099268849889e-05,2.14117619793747e-05,5.13498403266843e-05,2.67329418201234e-05,6.37798805941223e-05,3.75595294280906e-05,3.99015859914736e-05,3.8683119664242e-05
"EXT1",2.98435466276906e-05,2.10092764743498e-05,3.56936604492872e-05,2.70928617123086e-05,3.43746641907382e-05,1.98965910944895e-05,1.65784690698682e-05,1.62880432178387e-05
"SAMD12",7.34212784881661e-06,0,1.97654960632827e-05,2.50862339291314e-06,0,3.54327221188768e-06,0,0
"AC023590.1",0,0,8.69699615066057e-06,1.67154199749269e-06,0,3.05250305250305e-06,0,0
"SAMD12-AS1",8.23519723297373e-07,0,0,0,0,0,0,0
"TNFRSF11B",6.68741549670422e-05,0,7.65661286700718e-06,2.34370422452686e-06,0,3.20128051220488e-06,0,1.8299806259241e-05
"COLEC10",0,0,0,4.80163255506872e-06,2.67956283803388e-05,0,0,0
"AC107953.2",0,0,0,0,0,0,0,0
"MAL2",6.32503484835537e-05,2.14201563671415e-06,4.86568410969014e-05,0,0,1.96345873277631e-05,0,0
"MAL2-AS1",0,0,0,0,0,0,0,0
"NOV",0,1.92761794612308e-06,1.07732600323695e-05,4.80163255506872e-06,4.26348326582818e-06,1.25137287457963e-05,0,0
"AC021733.1",0,0,0,0,0,0,0,0
"ENPP2",0,1.69659955770929e-05,2.51149220206572e-05,2.39126479156769e-05,2.50236840958718e-05,2.14379127138166e-05,3.23907192857602e-05,3.8259206121473e-06
"TAF2",1.61815291223185e-05,2.46808746270164e-05,2.04047235389101e-05,3.19994155626919e-05,2.70514385657945e-05,2.25272735583561e-05,1.39106430621453e-05,2.61340995925216e-05
"DSCC1",2.89170877629305e-06,8.73628988327378e-06,6.92600707622921e-06,8.62651917740077e-06,2.26625195783172e-05,1.31626825110052e-05,0,2.55818532318336e-05
"AP005717.1",0,0,0,0,0,0,0,0
"DEPTOR",1.43746803730992e-05,0,4.77213075638272e-06,0,0,3.18344608038201e-06,2.69796303790638e-06,4.12286126571841e-06
"AC091563.1",0,0,0,0,0,0,0,0
"COL14A1",3.93793898473327e-05,0.000214291887724782,9.43421952466074e-05,2.11048382841766e-06,4.81220490501638e-05,4.54412559928719e-05,0,3.54579556063475e-05
"MRPL13",0.000131227726228676,5.48870049660606e-05,3.33035301392533e-05,7.00181897838937e-05,8.39894268932721e-05,5.33967047489973e-05,4.97036593001929e-05,7.45929275102607e-05
"MTBP",2.01089042220821e-06,4.774043884552e-06,0,0,1.86896677054153e-05,8.53832342456725e-06,0,7.56974775108424e-06
